      Jour      Heure     Minute       Nobs Moyenne(ppm) 
         3         18          3         20        866 
         3         18          4         20        648 
         3         18          5         20        300 
         3         18          6         20        518 
         3         18          7         20        626 
         3         18          8         20        486 
         3         18          9         20        561 
         3         18         10         20        597 
         3         18         11         20        454 
         3         18         12         20        279 
         3         18         13         20        215 
         3         18         14         20        164 
         3         18         15         20        163 
         3         18         16         20        160 
         3         18         17         20        238 
         3         18         18         20        511 
         3         18         19         20        869 
         3         18         20         20        739 
         3         18         21         20        885 
         3         18         22         20       1160 
         3         18         23         20       1233 
         3         18         24         19        664 
         3         18         25         20        699 
         3         18         26         20        663 
         3         18         27         20        699 
         3         18         28         20        598 
         3         18         29         20        589 
         3         18         30         20        667 
         3         18         31         20        490 
         3         18         32         20        241 
         3         18         33         20        291 
         3         18         34         20        419 
         3         18         35         20        379 
         3         18         36         20        286 
         3         18         37         20        297 
         3         18         38         20        282 
         3         18         39         20        490 
         3         18         40         20        771 
         3         18         41         20        911 
         3         18         42         20       1009 
         3         18         43         20        548 
         3         18         44         20        297 
         3         18         45         20        189 
         3         18         46         20        178 
         3         18         47         20        170 
         3         18         48         20        174 
         3         18         49         20        279 
         3         18         50         20        562 
         3         18         51         20        711 
         3         18         52         20        669 
         3         18         53         20        942 
         3         18         54         20        796 
         3         18         55         20        713 
         3         18         56         20        575 
         3         18         57         20        531 
         3         18         58         20        282 
         3         18         59         20        291 
         3         19          0         20        516 
         3         19          1         20        560 
         3         19          2         20        660 
         3         19          3         20        631 
         3         19          4         20        699 
         3         19          5         20        473 
         3         19          6         20        308 
         3         19          7         20        504 
         3         19          8         20        598 
         3         19          9         20        565 
         3         19         10         20        496 
         3         19         11         20        307 
         3         19         12         20        409 
         3         19         13         20        307 
         3         19         14         20        238 
         3         19         15         20        305 
         3         19         16         20        411 
         3         19         17         20        302 
         3         19         18         20        187 
         3         19         19         20        368 
         3         19         20         20        613 
         3         19         21         20        659 
         3         19         22         20        641 
         3         19         23         20        505 
         3         19         24         20        480 
         3         19         25         20        437 
         3         19         26         20        450 
         3         19         27         20        502 
         3         19         28         20        504 
         3         19         29         20        297 
         3         19         30         20        246 
         3         19         31         20        230 
         3         19         32         20        170 
         3         19         33         20        147 
         3         19         34         20        149 
         3         19         35         20        152 
         3         19         36         20        156 
         3         19         37         20        146 
         3         19         38         20        157 
         3         19         39         20        158 
         3         19         40         20        231 
         3         19         41         20        256 
         3         19         42         20        176 
         3         19         43         20        174 
         3         19         44         20        175 
         3         19         45         20        175 
         3         19         46         19        221 
         3         19         47         20        175 
         3         19         48         20        157 
         3         19         49         20        205 
         3         19         50         20        371 
         3         19         51         20        686 
         3         19         52         20        362 
         3         19         53         20        258 
         3         19         54         20        220 
         3         19         55         20        185 
         3         19         56         20        180 
         3         19         57         20        169 
         3         19         58         20        162 
         3         19         59         20        273 
         3         20          0         20        269 
         3         20          1         20        252 
         3         20          2         20        240 
         3         20          3         20        197 
         3         20          4         20        196 
         3         20          5         20        163 
         3         20          6         20        188 
         3         20          7         20        211 
         3         20          8         20        450 
         3         20          9         20        227 
         3         20         10         20        157 
         3         20         11         20        151 
         3         20         12         20        148 
         3         20         13         20        181 
         3         20         14         20        173 
         3         20         15         20        183 
         3         20         16         20        159 
         3         20         17         20        157 
         3         20         18         20        171 
         3         20         19         20        160 
         3         20         20         20        146 
         3         20         21         20        149 
         3         20         22         20        141 
         3         20         23         20        158 
         3         20         24         20        182 
         3         20         25         20        311 
         3         20         26         20        240 
         3         20         27         20        163 
         3         20         28         20        190 
         3         20         29         20        347 
         3         20         30         20        388 
         3         20         31         20        426 
         3         20         32         20        411 
         3         20         33         20        827 
         3         20         34         20        577 
         3         20         35         20        325 
         3         20         36         20        175 
         3         20         37         20        258 
         3         20         38         20        364 
         3         20         39         20        415 
         3         20         40         20        496 
         3         20         41         20        536 
         3         20         42         20        535 
         3         20         43         20        370 
         3         20         44         20        481 
         3         20         45         20        255 
         3         20         46         20        386 
         3         20         47         20        453 
         3         20         48         20        414 
         3         20         49         20        406 
         3         20         50         20        462 
         3         20         51         20        380 
         3         20         52         20        365 
         3         20         53         20        288 
         3         20         54         20        194 
         3         20         55         20        536 
         3         20         56         20        733 
         3         20         57         20        780 
         3         20         58         20        764 
         3         20         59         20        776 
         3         21          0         20        757 
         3         21          1         20        580 
         3         21          2         20        337 
         3         21          3         20        294 
         3         21          4         20        576 
         3         21          5         20        570 
         3         21          6         20        559 
         3         21          7         20        548 
         3         21          8         20        368 
         3         21          9         20        185 
         3         21         10         20        185 
         3         21         11         20        185 
         3         21         12         20        249 
         3         21         13         20        358 
         3         21         14         20        267 
         3         21         15         20        621 
         3         21         16         20        807 
         3         21         17         20        681 
         3         21         18         20        670 
         3         21         19         20        722 
         3         21         20         20        803 
         3         21         21         20        666 
         3         21         22         20        920 
         3         21         23         20       1045 
         3         21         24         20        789 
         3         21         25         20        914 
         3         21         26         20       1107 
         3         21         27         20       1023 
         3         21         28         20        814 
         3         21         29         20        478 
         3         21         30         20        399 
         3         21         31         20        452 
         3         21         32         20        462 
         3         21         33         20        511 
         3         21         34         20        367 
         3         21         35         20        346 
         3         21         36         20        585 
         3         21         37         20        552 
         3         21         38         20        363 
         3         21         39         20        409 
         3         21         40         20        454 
         3         21         41         20        363 
         3         21         42         20        267 
         3         21         43         20        233 
         3         21         44         20        264 
         3         21         45         20        377 
         3         21         46         20        226 
         3         21         47         20        334 
         3         21         48         20        383 
         3         21         49         20        482 
         3         21         50         20        597 
         3         21         51         20        733 
         3         21         52         20        410 
         3         21         53         20        189 
         3         21         54         20        202 
         3         21         55         20        315 
         3         21         56         20        332 
         3         21         57         20        326 
         3         21         58         20        328 
         3         21         59         20        350 
         3         22          0         20        385 
         3         22          1         20        350 
         3         22          2         20        467 
         3         22          3         20        693 
         3         22          4         20        266 
         3         22          5         20        170 
         3         22          6         20        161 
         3         22          7         20        154 
         3         22          8         20        154 
         3         22          9         20        210 
         3         22         10         19        424 
         3         22         11         20        331 
         3         22         12         19        289 
         3         22         13         20        378 
         3         22         14         20        471 
         3         22         15         20        672 
         3         22         16         20        304 
         3         22         17         20        184 
         3         22         18         20        160 
         3         22         19         20        182 
         3         22         20         20        402 
         3         22         21         20        572 
         3         22         22         20        450 
         3         22         23         20        463 
         3         22         24         20        516 
         3         22         25         20        353 
         3         22         26         20        229 
         3         22         27         20        294 
         3         22         28         20        405 
         3         22         29         20        450 
         3         22         30         20        388 
         3         22         31         20        242 
         3         22         32         20        312 
         3         22         33         20        291 
         3         22         34         20        178 
         3         22         35         20        245 
         3         22         36         20        405 
         3         22         37         20        372 
         3         22         38         20        421 
         3         22         39         20        490 
         3         22         40         20        577 
         3         22         41         20        527 
         3         22         42         20        370 
         3         22         43         20       1257 
         3         22         44         20       1427 
         3         22         45         20       1499 
         3         22         46         20       1116 
         3         22         47         20        704 
         3         22         48         20        292 
         3         22         49         20        495 
         3         22         50         20        631 
         3         22         51         20        536 
         3         22         52         20        590 
         3         22         53         20        533 
         3         22         54         20        258 
         3         22         55         20        178 
         3         22         56         20        374 
         3         22         57         20        451 
         3         22         58         20        503 
         3         22         59         20        514 
         3         23          0         20        523 
         3         23          1         20        528 
         3         23          2         20        396 
         3         23          3         20        241 
         3         23          4         20        300 
         3         23          5         20        260 
         3         23          6         20        229 
         3         23          7         20        267 
         3         23          8         20        365 
         3         23          9         20        278 
         3         23         10         20        303 
         3         23         11         20        253 
         3         23         12         20        208 
         3         23         13         20        785 
         3         23         14         20        996 
         3         23         15         20        954 
         3         23         16         20        700 
         3         23         17         20        516 
         3         23         18         20        573 
         3         23         19         20        412 
         3         23         20         20        237 
         3         23         21         20        641 
         3         23         22         20        555 
         3         23         23         20        273 
         3         23         24         20        419 
         3         23         25         20        438 
         3         23         26         20        513 
         3         23         27         20        505 
         3         23         28         20        365 
         3         23         29         20        238 
         3         23         30         20        257 
         3         23         31         20        274 
         3         23         32         20        353 
         3         23         33         20        280 
         3         23         34         20        263 
         3         23         35         20        258 
         3         23         36         20        223 
         3         23         37         20        250 
         3         23         38         20        227 
         3         23         39         20        233 
         3         23         40         20        420 
         3         23         41         20        517 
         3         23         42         20        517 
         3         23         43         20        580 
         3         23         44         20        639 
         3         23         45         20        647 
         3         23         46         20        416 
         3         23         47         20        731 
         3         23         48         20        932 
         3         23         49         20       1169 
         3         23         50         20       1040 
         3         23         51         20        899 
         3         23         52         20        418 
         3         23         53         20        408 
         3         23         54         20        294 
         3         23         55         20        409 
         3         23         56         20        391 
         3         23         57         20        361 
         3         23         58         20        362 
         3         23         59         20        252 
         4          0          0         20        238 
         4          0          1         20        252 
         4          0          2         20        402 
         4          0          3         20        639 
         4          0          4         20        473 
         4          0          5         20        533 
         4          0          6         20        547 
         4          0          7         20        610 
         4          0          8         20        334 
         4          0          9         20        190 
         4          0         10         20        175 
         4          0         11         20        234 
         4          0         12         20        499 
         4          0         13         20        468 
         4          0         14         20        380 
         4          0         15         20        416 
         4          0         16         20        351 
         4          0         17         20        241 
         4          0         18         20        310 
         4          0         19         20        255 
         4          0         20         20        570 
         4          0         21         20        455 
         4          0         22         20        221 
         4          0         23         20        163 
         4          0         24         20        156 
         4          0         25         20        177 
         4          0         26         20        177 
         4          0         27         20        453 
         4          0         28         20        722 
         4          0         29         20        360 
         4          0         30         20        408 
         4          0         31         20        327 
         4          0         32         20        247 
         4          0         33         20        173 
         4          0         34         20        194 
         4          0         35         20        309 
         4          0         36         20        322 
         4          0         37         20        421 
         4          0         38         20        350 
         4          0         39         20        312 
         4          0         40         20        276 
         4          0         41         20        168 
         4          0         42         20        365 
         4          0         43         20        461 
         4          0         44         20        511 
         4          0         45         20        555 
         4          0         46         20        625 
         4          0         47         20        780 
         4          0         48         20        368 
         4          0         49         20        792 
         4          0         50         20        568 
         4          0         51         20        418 
         4          0         52         20        284 
         4          0         53         20        393 
         4          0         54         20        365 
         4          0         55         20        598 
         4          0         56         20        792 
         4          0         57         20        561 
         4          0         58         20        423 
         4          0         59         20        184 
         4          1          0         20        164 
         4          1          1         20        154 
         4          1          2         20        146 
         4          1          3         20        141 
         4          1          4         20        135 
         4          1          5         20        138 
         4          1          6         20        134 
         4          1          7         20        136 
         4          1          8         20        138 
         4          1          9         20        139 
         4          1         10         20        141 
         4          1         11         20        139 
         4          1         12         20        459 
         4          1         13         20        944 
         4          1         14         20       1065 
         4          1         15         20        809 
         4          1         16         20        500 
         4          1         17         20        314 
         4          1         18         20        230 
         4          1         19         20        682 
         4          1         20         20        813 
         4          1         21         20        774 
         4          1         22         20        741 
         4          1         23         20        495 
         4          1         24         20        244 
         4          1         25         20        315 
         4          1         26         20        295 
         4          1         27         20        417 
         4          1         28         20        374 
         4          1         29         20        505 
         4          1         30         20        476 
         4          1         31         20        254 
         4          1         32         20        168 
         4          1         33         20        192 
         4          1         34         20        242 
         4          1         35         20        197 
         4          1         36         20        160 
         4          1         37         20        147 
         4          1         38         20        205 
         4          1         39         20        180 
         4          1         40         20        151 
         4          1         41         20        149 
         4          1         42         20        149 
         4          1         43         20        145 
         4          1         44         20        143 
         4          1         45         20        137 
         4          1         46         20        143 
         4          1         47         20        137 
         4          1         48         20        134 
         4          1         49         20        135 
         4          1         50         20        137 
         4          1         51         20        140 
         4          1         52         20        136 
         4          1         53         20        130 
         4          1         54         20        134 
         4          1         55         20        136 
         4          1         56         20        132 
         4          1         57         20        128 
         4          1         58         20        128 
         4          1         59         20        121 
         4          2          0         20        127 
         4          2          1         20        309 
         4          2          2         20        304 
         4          2          3         20        476 
         4          2          4         20        622 
         4          2          5         20        525 
         4          2          6         20        389 
         4          2          7         20        341 
         4          2          8         20        188 
         4          2          9         20        137 
         4          2         10         20        127 
         4          2         11         20        131 
         4          2         12         20        132 
         4          2         13         20        137 
         4          2         14         20        134 
         4          2         15         20        134 
         4          2         16         20        126 
         4          2         17         20        204 
         4          2         18         20        298 
         4          2         19         20        358 
         4          2         20         20        267 
         4          2         21         20        233 
         4          2         22         20        148 
         4          2         23         20        133 
         4          2         24         20        125 
         4          2         25         20        124 
         4          2         26         20        124 
         4          2         27         20        125 
         4          2         28         20        125 
         4          2         29         20        129 
         4          2         30         20        128 
         4          2         31         20        127 
         4          2         32         20        129 
         4          2         33         20        128 
         4          2         34         20        122 
         4          2         35         20        123 
         4          2         36         20        121 
         4          2         37         20        123 
         4          2         38         20        119 
         4          2         39         20        122 
         4          2         40         20        135 
         4          2         41         20        119 
         4          2         42         20        114 
         4          2         43         20        121 
         4          2         44         20        122 
         4          2         45         20        123 
         4          2         46         20        121 
         4          2         47         20        119 
         4          2         48         20        131 
         4          2         49         20        417 
         4          2         50         20        665 
         4          2         51         20        404 
         4          2         52         20        583 
         4          2         53         20        441 
         4          2         54         20        206 
         4          2         55         20        137 
         4          2         56         20        124 
         4          2         57         20        124 
         4          2         58         20        127 
         4          2         59         20        124 
         4          3          0         20        122 
         4          3          1         20        122 
         4          3          2         20        120 
         4          3          3         20        125 
         4          3          4         20        124 
         4          3          5         20        124 
         4          3          6         19        132 
         4          3          7         20        346 
         4          3          8         20        704 
         4          3          9         20        930 
         4          3         10         19        693 
         4          3         11         20        791 
         4          3         12         20        896 
         4          3         13         20        419 
         4          3         14         20        182 
         4          3         15         20        159 
         4          3         16         20        326 
         4          3         17         20        180 
         4          3         18         20        133 
         4          3         19         20        119 
         4          3         20         20        119 
         4          3         21         20        118 
         4          3         22         20        119 
         4          3         23         20        118 
         4          3         24         20        209 
         4          3         25         20        411 
         4          3         26         20        423 
         4          3         27         20        380 
         4          3         28         20        309 
         4          3         29         20        330 
         4          3         30         20        386 
         4          3         31         20        553 
         4          3         32         20        521 
         4          3         33         20        446 
         4          3         34         20        466 
         4          3         35         20        424 
         4          3         36         20        324 
         4          3         37         20        166 
         4          3         38         20        129 
         4          3         39         20        130 
         4          3         40         20        185 
         4          3         41         20        153 
         4          3         42         20        126 
         4          3         43         20        162 
         4          3         44         20        188 
         4          3         45         20        140 
         4          3         46         20        337 
         4          3         47         20        596 
         4          3         48         20        777 
         4          3         49         20        408 
         4          3         50         20        173 
         4          3         51         20        131 
         4          3         52         20        124 
         4          3         53         20        123 
         4          3         54         20        128 
         4          3         55         20        126 
         4          3         56         20        125 
         4          3         57         19        122 
         4          3         58         20        118 
         4          3         59         20        120 
         4          4          0         20        115 
         4          4          1         20        111 
         4          4          2         20        114 
         4          4          3         20        110 
         4          4          4         20        111 
         4          4          5         20        114 
         4          4          6         20        115 
         4          4          7         20        116 
         4          4          8         20        118 
         4          4          9         20        118 
         4          4         10         20        114 
         4          4         11         20        190 
         4          4         12         20        221 
         4          4         13         20        379 
         4          4         14         20        287 
         4          4         15         20        145 
         4          4         16         20        121 
         4          4         17         20        122 
         4          4         18         20        116 
         4          4         19         20        338 
         4          4         20         20        317 
         4          4         21         20        176 
         4          4         22         20        127 
         4          4         23         20        117 
         4          4         24         20        107 
         4          4         25         20        120 
         4          4         26         20        116 
         4          4         27         20        112 
         4          4         28         20        113 
         4          4         29         20        113 
         4          4         30         20        147 
         4          4         31         20        182 
         4          4         32         20        137 
         4          4         33         20        179 
         4          4         34         20        300 
         4          4         35         20        398 
         4          4         36         19        273 
         4          4         37         20        227 
         4          4         38         20        317 
         4          4         39         20        390 
         4          4         40         20        313 
         4          4         41         20        181 
         4          4         42         20        359 
         4          4         43         20        514 
         4          4         44         20        454 
         4          4         45         20        562 
         4          4         46         20        390 
         4          4         47         20        274 
         4          4         48         20        167 
         4          4         49         20        231 
         4          4         50         20        569 
         4          4         51         20        672 
         4          4         52         20        442 
         4          4         53         20        494 
         4          4         54         20        789 
         4          4         55         20        847 
         4          4         56         20        709 
         4          4         57         20        751 
         4          4         58         20        798 
         4          4         59         20        753 
         4          5          0         20        618 
         4          5          1         20        557 
         4          5          2         20        421 
         4          5          3         20        276 
         4          5          4         20        170 
         4          5          5         20        128 
         4          5          6         20        124 
         4          5          7         20        121 
         4          5          8         20        118 
         4          5          9         20        115 
         4          5         10         20        121 
         4          5         11         20        123 
         4          5         12         20        121 
         4          5         13         20        145 
         4          5         14         20        234 
         4          5         15         20        280 
         4          5         16         20        191 
         4          5         17         20        477 
         4          5         18         20        437 
         4          5         19         20        487 
         4          5         20         20        604 
         4          5         21         20        352 
         4          5         22         20        323 
         4          5         23         20        439 
         4          5         24         20        522 
         4          5         25         20        388 
         4          5         26         20        540 
         4          5         27         19        628 
         4          5         28         20        527 
         4          5         29         20        350 
         4          5         30         20        266 
         4          5         31         20        399 
         4          5         32         20        243 
         4          5         33         20        257 
         4          5         34         20        268 
         4          5         35         20        332 
         4          5         36         20        556 
         4          5         37         20        380 
         4          5         38         20        629 
         4          5         39         20        688 
         4          5         40         20        260 
         4          5         41         20        142 
         4          5         42         20        125 
         4          5         43         20        122 
         4          5         44         20        165 
         4          5         45         20        309 
         4          5         46         20        532 
         4          5         47         20        631 
         4          5         48         20        571 
         4          5         49         20        743 
         4          5         50         20        714 
         4          5         51         20        517 
         4          5         52         20        395 
         4          5         53         20        361 
         4          5         54         20        303 
         4          5         55         20        285 
         4          5         56         20        224 
         4          5         57         20        209 
         4          5         58         20        212 
         4          5         59         20        141 
         4          6          0         20        135 
         4          6          1         20        263 
         4          6          2         20        525 
         4          6          3         20        500 
         4          6          4         20        435 
         4          6          5         20        425 
         4          6          6         20        427 
         4          6          7         20        291 
         4          6          8         20        150 
         4          6          9         20        147 
         4          6         10         20        329 
         4          6         11         20        578 
         4          6         12         20        696 
         4          6         13         20        600 
         4          6         14         20        609 
         4          6         15         20        541 
         4          6         16         20        265 
         4          6         17         20        151 
         4          6         18         20        148 
         4          6         19         20        202 
         4          6         20         20        240 
         4          6         21         20        247 
         4          6         22         20        306 
         4          6         23         20        171 
         4          6         24         20        127 
         4          6         25         20        119 
         4          6         26         20        119 
         4          6         27         20        119 
         4          6         28         20        181 
         4          6         29         20        278 
         4          6         30         20        292 
         4          6         31         20        262 
         4          6         32         20        252 
         4          6         33         20        301 
         4          6         34         20        417 
         4          6         35         20        371 
         4          6         36         20        453 
         4          6         37         20        379 
         4          6         38         20        356 
         4          6         39         20        596 
         4          6         40         20        651 
         4          6         41         20        327 
         4          6         42         20        288 
         4          6         43         20        246 
         4          6         44         20        283 
         4          6         45         20        363 
         4          6         46         20        348 
         4          6         47         20        465 
         4          6         48         20        280 
         4          6         49         20        247 
         4          6         50         20        199 
         4          6         51         20        167 
         4          6         52         20        154 
         4          6         53         20        166 
         4          6         54         20        172 
         4          6         55         20        157 
         4          6         56         20        178 
         4          6         57         20        570 
         4          6         58         20        522 
         4          6         59         20        386 
         4          7          0         20        225 
         4          7          1         20        145 
         4          7          2         20        129 
         4          7          3         20        263 
         4          7          4         20        297 
         4          7          5         20        358 
         4          7          6         20        431 
         4          7          7         20        481 
         4          7          8         20        809 
         4          7          9         20        680 
         4          7         10         20        238 
         4          7         11         20        146 
         4          7         12         20        121 
         4          7         13         20        217 
         4          7         14         20        379 
         4          7         15         20        605 
         4          7         16         20        479 
         4          7         17         20        292 
         4          7         18         20        408 
         4          7         19         20        491 
         4          7         20         20        248 
         4          7         21         20        360 
         4          7         22         20        738 
         4          7         23         20        518 
         4          7         24         20        389 
         4          7         25         20        251 
         4          7         26         20        250 
