2016	1	1	12	43	0.012075544
2016	1	1	12	43	0.011951656
2016	1	1	12	43	0.011992842
2016	1	1	12	43	0.011900068
2016	1	1	12	43	0.011858582
2016	1	1	12	43	0.011765182
2016	1	1	12	44	0.011817068
2016	1	1	12	44	0.011744738
2016	1	1	12	44	0.011703254
2016	1	1	12	44	0.011837512
2016	1	1	12	44	0.011879326
2016	1	1	12	44	0.012313604
2016	1	1	12	44	0.012230576
2016	1	1	12	44	0.012540638
2016	1	1	12	44	0.012664558
2016	1	1	12	44	0.01262334
2016	1	1	12	44	0.012726486
2016	1	1	12	44	0.013036848
2016	1	1	12	44	0.013005734
2016	1	1	12	44	0.01299566
2016	1	1	12	44	0.013160766
2016	1	1	12	44	0.013181508
2016	1	1	12	44	0.013377756
2016	1	1	12	44	0.01360479
2016	1	1	12	44	0.013480902
2016	1	1	12	44	0.013573974
2016	1	1	12	45	0.013770194
2016	1	1	12	45	0.013635934
2016	1	1	12	45	0.013346612
2016	1	1	12	45	0.013036848
2016	1	1	12	45	0.012954146
2016	1	1	12	45	0.012768
2016	1	1	12	45	0.012747258
2016	1	1	12	45	0.01298529
2016	1	1	12	45	0.012892216
2016	1	1	12	45	0.012726486
2016	1	1	12	45	0.013078064
2016	1	1	12	45	0.012861372
2016	1	1	12	45	0.013480902
2016	1	1	12	45	0.014896006
2016	1	1	12	45	0.01638189
2016	1	1	12	45	0.017392636
2016	1	1	12	45	0.018908144
2016	1	1	12	45	0.020627796
2016	1	1	12	45	0.022388964
2016	1	1	12	45	0.024319828
2016	1	1	12	46	0.026806088
2016	1	1	12	46	0.029371082
2016	1	1	12	46	0.031470388
2016	1	1	12	46	0.032951116
2016	1	1	12	46	0.033988716
2016	1	1	12	46	0.034892648
2016	1	1	12	46	0.035570116
2016	1	1	12	46	0.035826772
2016	1	1	12	46	0.036155136
2016	1	1	12	46	0.036432236
2016	1	1	12	46	0.036462756
2016	1	1	12	46	0.03645268
2016	1	1	12	46	0.036586048
2016	1	1	12	46	0.036586048
2016	1	1	12	46	0.036637336
2016	1	1	12	46	0.036032172
2016	1	1	12	46	0.03539586
2016	1	1	12	46	0.03523138
2016	1	1	12	46	0.035939396
2016	1	1	12	46	0.036729784
2016	1	1	12	47	0.037570864
2016	1	1	12	47	0.038186104
2016	1	1	12	47	0.038975596
2016	1	1	12	47	0.04017982
2016	1	1	12	47	0.041567748
2016	1	1	12	47	0.04241064
2016	1	1	12	47	0.042574828
2016	1	1	12	47	0.042595568
2016	1	1	12	47	0.04285222
